FIPS,Latitude,Longitude,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
16025,43.463396,-114.804427,0.274,0.264,0.257
16027,43.623051,-116.708527,0.307,0.32,0.334
16029,42.786273,-111.544172,0.268,0.277,0.275
16031,42.288635,-113.605498,0.299,0.308,0.305
16033,44.286251,-112.36112,0.33,0.328,0.314
16035,46.67257,-115.6535,0.337,0.292,0.306
16037,44.273341,-114.252251,0.268,0.273,0.263
16039,43.394826,-115.470751,0.294,0.296,0.298
16041,42.173589,-111.822955,0.28,0.283,0.307
16043,44.218091,-111.484429,0.266,0.269,0.289
16045,44.061473,-116.398784,0.291,0.27,0.285
16047,42.973185,-114.82142,0.319,0.318,0.3
16049,45.849237,-115.467376,0.273,0.274,0.257
16051,43.796965,-112.318588,0.279,0.304,0.327
16053,42.691172,-114.263009,0.319,0.316,0.333
16055,47.677113,-116.694918,0.246,0.247,0.25
16057,46.81892,-116.730974,0.266,0.266,0.243
16059,44.928789,-113.887841,0.233,0.238,0.268
16061,46.236328,-116.42376,0.299,0.285,0.297
16063,42.986181,-114.153899,0.292,0.319,0.323
16065,43.789709,-111.65655,0.259,0.252,0.245
16067,42.856937,-113.64001,0.317,0.347,0.342
16069,46.333766,-116.760903,0.323,0.324,0.309
16071,42.18389,-112.520465,0.337,0.359,0.313
16073,42.593063,-116.142655,0.314,0.321,0.304
16075,44.00274,-116.748655,0.29,0.323,0.333
16077,42.694126,-112.844407,0.31,0.314,0.321
16079,47.347694,-115.885092,0.301,0.309,0.311
16081,43.760994,-111.211765,0.253,0.266,0.241
16083,42.352309,-114.665639,0.26,0.267,0.276
16085,44.771532,-115.637875,0.233,0.244,0.241
16087,44.448213,-116.79783,0.299,0.315,0.303
17001,39.986053,-91.194961,0.351,0.347,0.37
17003,37.183683,-89.349506,0.329,0.324,0.284
17005,38.885924,-89.436592,0.279,0.305,0.296
17007,42.318983,-88.824295,0.306,0.341,0.337
17009,39.962069,-90.75031,0.305,0.315,0.276
17011,41.401304,-89.528377,0.308,0.299,0.291
17013,39.164262,-90.666295,0.304,0.304,0.291
17015,42.059084,-89.926485,0.307,0.316,0.286
17017,39.969202,-90.245705,0.285,0.288,0.28
17019,40.13915,-88.197201,0.27,0.266,0.251
17021,39.545524,-89.279593,0.327,0.334,0.317
17023,39.332364,-87.791687,0.321,0.331,0.327
17025,38.747312,-88.483789,0.314,0.315,0.31
17027,38.606423,-89.423136,0.278,0.278,0.295
17029,39.51368,-88.220782,0.282,0.277,0.263
17031,41.894294,-87.645455,0.252,0.249,0.253
17033,39.00373,-87.757172,0.328,0.339,0.313
17035,39.273121,-88.240619,0.295,0.296,0.278
17037,41.894613,-88.768991,0.289,0.274,0.283
17039,40.181499,-88.901853,0.334,0.32,0.305
17041,39.766078,-88.222866,0.304,0.308,0.305
17043,41.852058,-88.086038,0.243,0.239,0.23
17045,39.679037,-87.74711,0.327,0.326,0.303
17047,38.417095,-88.047941,0.3,0.318,0.313
17049,39.047694,-88.592786,0.29,0.293,0.318
17051,39.001125,-89.017923,0.37,0.371,0.33
17053,40.594423,-88.224746,0.31,0.296,0.282
17055,37.991848,-88.926246,0.306,0.305,0.302
17057,40.465688,-90.206793,0.329,0.324,0.307
17059,37.768677,-88.227964,0.306,0.31,0.284
17061,39.355444,-90.387757,0.278,0.297,0.287
17063,41.29241,-88.401055,0.315,0.314,0.304
17065,38.085226,-88.539005,0.289,0.293,0.282
17067,40.405792,-91.167988,0.301,0.291,0.286
17069,37.517852,-88.266148,0.335,0.327,0.306
17071,40.815141,-90.93848,0.329,0.324,0.304
17073,41.350021,-90.130838,0.296,0.307,0.305
17075,40.748867,-87.833601,0.32,0.326,0.339
17077,37.786096,-89.381212,0.316,0.312,0.315
17079,39.004874,-88.150763,0.311,0.31,0.302
17081,38.30078,-88.92421,0.351,0.333,0.302
17083,39.080192,-90.361365,0.321,0.317,0.33
17085,42.362391,-90.211471,0.287,0.291,0.295
17087,37.460815,-88.882962,0.294,0.306,0.294
17089,41.939594,-88.42804,0.272,0.257,0.253
17091,41.139494,-87.861125,0.309,0.338,0.301
17093,41.58814,-88.430626,0.312,0.354,0.337
17095,40.930941,-90.213761,0.289,0.252,0.262
17097,42.326444,-87.436118,0.256,0.291,0.284
17099,41.343341,-88.885931,0.298,0.285,0.271
17101,38.718954,-87.730221,0.321,0.32,0.289
17103,41.747442,-89.299351,0.294,0.329,0.326
17105,40.894376,-88.552852,0.317,0.314,0.292
17107,40.12907,-89.365308,0.315,0.309,0.292
17109,40.455789,-90.677579,0.285,0.291,0.268
17111,42.324298,-88.452245,0.277,0.279,0.277
17113,40.494559,-88.844539,0.308,0.29,0.293
17115,39.860237,-88.961529,0.33,0.306,0.297
17117,39.2659,-89.926344,0.33,0.331,0.31
17119,38.827082,-89.900195,0.316,0.329,0.323
17121,38.648396,-88.920221,0.359,0.359,0.335
17123,41.031119,-89.342371,0.308,0.323,0.291
17125,40.236993,-89.913575,0.315,0.331,0.317
17127,37.216119,-88.705658,0.345,0.343,0.307
17129,40.022569,-89.794133,0.312,0.309,0.283
17131,41.204791,-90.741433,0.299,0.307,0.312
17133,38.277983,-90.179078,0.316,0.329,0.332
17135,39.228092,-89.478007,0.27,0.29,0.313
17137,39.716806,-90.202277,0.311,0.312,0.288
17139,39.636896,-88.625726,0.311,0.307,0.286
17141,42.041884,-89.320176,0.294,0.286,0.312
17143,40.785999,-89.767358,0.283,0.286,0.288
17145,38.084385,-89.368487,0.286,0.304,0.291
17147,40.009056,-88.592328,0.315,0.304,0.29
17149,39.625106,-90.889034,0.312,0.322,0.326
17151,37.417169,-88.542374,0.304,0.308,0.295
17153,37.215615,-89.127755,0.33,0.321,0.273
17155,41.19894,-89.298386,0.301,0.314,0.299
17157,38.056515,-89.82121,0.318,0.303,0.277
17159,38.71155,-88.085698,0.296,0.307,0.288
17161,41.468404,-90.572203,0.274,0.308,0.317
17163,38.470198,-89.928546,0.314,0.322,0.332
17165,37.751653,-88.545031,0.316,0.321,0.301
17167,39.756378,-89.662311,0.296,0.299,0.285
17169,40.156905,-90.613464,0.3,0.307,0.317
17171,39.63698,-90.477759,0.299,0.314,0.304
17173,39.384926,-88.798862,0.318,0.324,0.306
17175,41.096908,-89.797411,0.318,0.32,0.302
17177,42.349726,-89.665994,0.266,0.288,0.329
17179,40.508074,-89.51626,0.28,0.29,0.306
17181,37.475104,-89.252875,0.331,0.313,0.282
17183,40.18674,-87.726772,0.343,0.373,0.354
17185,38.445821,-87.839167,0.313,0.326,0.322
17187,40.850441,-90.620223,0.316,0.338,0.305
17189,38.353141,-89.417187,0.318,0.31,0.286
17191,38.431948,-88.432129,0.292,0.31,0.292
17193,38.087372,-88.178585,0.317,0.314,0.287
17195,41.750571,-89.910957,0.266,0.268,0.287
17197,41.448474,-87.978456,0.29,0.281,0.28
17199,37.730353,-88.930018,0.345,0.316,0.316
17201,42.337396,-89.161205,0.294,0.315,0.339
17203,40.789596,-89.210301,0.3,0.319,0.308
18001,40.745733,-84.936131,0.287,0.303,0.328
18003,41.091855,-85.07223,0.326,0.285,0.301
18005,39.205843,-85.897999,0.339,0.323,0.295
18007,40.608253,-87.315479,0.336,0.327,0.326
18009,40.472672,-85.32373,0.365,0.355,0.36
18011,40.050892,-86.469014,0.272,0.277,0.278
18013,39.192585,-86.23941,0.319,0.309,0.306
18015,40.58498,-86.565141,0.306,0.286,0.269
18017,40.753799,-86.355169,0.347,0.343,0.337
18019,38.476217,-85.711122,0.297,0.311,0.333
18021,39.393951,-87.115837,0.363,0.325,0.331
18023,40.305944,-86.477567,0.294,0.3,0.309
18025,38.289433,-86.440871,0.374,0.345,0.33
18027,38.696155,-87.076988,0.321,0.333,0.376
18029,39.151491,-84.97346,0.317,0.3,0.325
18031,39.30598,-85.499831,0.296,0.299,0.327
18033,41.401189,-85.000185,0.27,0.311,0.328
18035,40.227165,-85.398856,0.334,0.317,0.315
18037,38.373344,-86.873385,0.299,0.276,0.295
18039,41.600693,-85.863986,0.299,0.325,0.328
18041,39.639655,-85.185032,0.31,0.319,0.33
18043,38.317937,-85.911474,0.307,0.306,0.301
18045,40.121282,-87.234806,0.306,0.306,0.298
18047,39.409762,-85.066964,0.275,0.257,0.262
18049,41.050384,-86.265006,0.354,0.373,0.378
18051,38.317413,-87.580566,0.31,0.321,0.321
18053,40.515758,-85.654946,0.331,0.352,0.373
18055,39.0486,-87.005245,0.341,0.324,0.331
18057,40.04987,-86.020586,0.229,0.251,0.259
18059,39.822604,-85.772904,0.296,0.348,0.348
18061,38.18644,-86.103681,0.34,0.347,0.36
18063,39.768749,-86.510287,0.321,0.297,0.318
18065,39.929576,-85.397338,0.305,0.32,0.367
18067,40.483537,-86.114118,0.355,0.355,0.314
18069,40.826394,-85.478598,0.327,0.322,0.326
18071,38.911957,-86.042516,0.377,0.393,0.369
18073,41.017688,-87.118814,0.325,0.291,0.296
18075,40.434972,-85.00338,0.347,0.352,0.34
18077,38.783604,-85.44009,0.337,0.351,0.35
18079,38.996234,-85.628111,0.319,0.334,0.33
18081,39.495986,-86.0946,0.307,0.323,0.302
18083,38.688663,-87.420182,0.343,0.317,0.323
18085,41.244293,-85.861575,0.313,0.302,0.332
18087,41.642468,-85.426302,0.338,0.341,0.342
18089,41.472239,-87.374337,0.354,0.355,0.339
18091,41.549011,-86.744729,0.339,0.337,0.35
18093,38.839815,-86.48782,0.344,0.376,0.382
18095,40.166203,-85.722454,0.352,0.339,0.334
18097,39.782976,-86.135794,0.313,0.321,0.324
18099,41.325003,-86.269036,0.322,0.285,0.308
18101,38.705322,-86.801847,0.306,0.346,0.358
18103,40.772881,-86.044259,0.334,0.351,0.357
18105,39.160751,-86.523325,0.228,0.21,0.221
18107,40.040296,-86.892715,0.346,0.335,0.327
18109,39.482646,-86.447457,0.336,0.337,0.332
18111,40.962399,-87.402172,0.357,0.349,0.353
18113,41.400794,-85.41785,0.346,0.34,0.318
18115,38.940527,-84.964299,0.309,0.32,0.304
18117,38.547381,-86.489257,0.317,0.318,0.354
18119,39.317339,-86.838845,0.345,0.324,0.34
18121,39.77425,-87.19695,0.286,0.318,0.336
18123,38.081436,-86.62654,0.308,0.304,0.328
18125,38.397898,-87.232532,0.344,0.34,0.364
18127,41.509922,-87.071308,0.308,0.306,0.319
18129,38.027614,-87.868653,0.313,0.317,0.291
18131,41.045272,-86.692538,0.347,0.319,0.315
18133,39.665545,-86.853325,0.306,0.315,0.315
18135,40.164414,-85.005004,0.328,0.338,0.356
18137,39.10023,-85.260541,0.311,0.322,0.327
18139,39.622312,-85.466527,0.309,0.326,0.326
18141,41.617699,-86.288159,0.286,0.288,0.3
18143,38.679431,-85.751898,0.295,0.289,0.295
18145,39.524135,-85.792174,0.308,0.315,0.331
18147,38.009789,-87.010645,0.303,0.287,0.305
18149,41.28322,-86.64757,0.347,0.357,0.361
18151,41.643437,-85.002467,0.332,0.336,0.337
18153,39.089225,-87.415843,0.308,0.33,0.329
18155,38.825846,-85.029679,0.315,0.309,0.32
18157,40.38926,-86.893943,0.255,0.25,0.264
18159,40.310229,-86.056207,0.332,0.315,0.311
18161,39.623111,-84.925152,0.334,0.317,0.3
18163,38.02007,-87.586166,0.332,0.342,0.333
18165,39.854045,-87.462071,0.312,0.309,0.331
18167,39.429143,-87.390375,0.315,0.329,0.328
18169,40.843717,-85.795175,0.33,0.312,0.316
18171,40.352658,-87.375847,0.291,0.273,0.321
18173,38.097764,-87.272023,0.297,0.28,0.294
18175,38.600613,-86.104751,0.288,0.279,0.306
18177,39.863091,-85.006735,0.276,0.306,0.296
18179,40.735273,-85.212974,0.292,0.281,0.284
18181,40.75095,-86.864293,0.32,0.341,0.347
18183,41.136426,-85.501892,0.326,0.323,0.32
19001,41.328528,-94.478164,0.323,0.31,0.324
19003,41.021656,-94.696906,0.325,0.323,0.308
19005,43.274964,-91.382751,0.295,0.303,0.336
19007,40.744683,-92.870345,0.295,0.315,0.354
19009,41.679178,-94.904312,0.326,0.329,0.312
19011,42.092547,-92.05763,0.3,0.332,0.344
19013,42.472888,-92.306059,0.286,0.288,0.299
19015,42.038601,-93.939138,0.303,0.316,0.324
19017,42.78089,-92.327586,0.304,0.316,0.324
19019,42.470328,-91.838666,0.312,0.329,0.352
19021,42.741522,-95.141433,0.299,0.307,0.33
19023,42.734708,-92.780066,0.279,0.327,0.338
19025,42.38617,-94.643683,0.305,0.331,0.324
19027,42.039492,-94.867647,0.3,0.296,0.307
19029,41.333824,-94.933302,0.319,0.321,0.352
19031,41.772355,-91.13219,0.32,0.328,0.324
19033,43.075171,-93.251266,0.297,0.314,0.332
19035,42.742738,-95.633262,0.334,0.357,0.375
19037,43.059741,-92.31721,0.303,0.306,0.327
19039,41.029191,-93.784096,0.287,0.296,0.305
19041,43.079822,-95.149726,0.285,0.306,0.338
19043,42.840998,-91.323511,0.31,0.346,0.321
19045,41.898073,-90.534243,0.302,0.312,0.334
19047,42.043119,-95.38909,0.301,0.325,0.342
19049,41.685321,-94.040707,0.306,0.311,0.298
19051,40.748089,-92.410345,0.308,0.306,0.327
19053,40.736379,-93.78458,0.301,0.307,0.331
19055,42.473003,-91.359443,0.373,0.32,0.339
19057,40.915339,-91.186925,0.323,0.316,0.313
19059,43.389611,-95.196057,0.31,0.328,0.334
19061,42.463481,-90.878771,0.286,0.277,0.285
19063,43.377984,-94.66937,0.323,0.345,0.332
19065,42.86445,-91.839373,0.401,0.385,0.377
19067,43.052741,-92.787367,0.331,0.329,0.31
19069,42.736549,-93.271425,0.314,0.331,0.326
19071,40.743726,-95.599516,0.332,0.33,0.329
19073,42.042494,-94.388703,0.291,0.286,0.296
19075,42.403323,-92.790261,0.306,0.291,0.317
19077,41.683573,-94.501272,0.352,0.349,0.359
19079,42.390768,-93.709198,0.282,0.298,0.306
19081,43.075411,-93.743697,0.312,0.326,0.354
19083,42.389955,-93.241081,0.344,0.328,0.348
19085,41.688584,-95.827149,0.296,0.32,0.323
19087,40.985864,-91.54427,0.337,0.332,0.346
19089,43.365313,-92.321908,0.313,0.322,0.311
19091,42.782221,-94.202775,0.345,0.331,0.318
19093,42.39186,-95.507421,0.304,0.305,0.282
19095,41.683918,-92.059123,0.308,0.295,0.307
19097,42.164281,-90.574597,0.311,0.326,0.331
19099,41.685686,-93.052971,0.339,0.343,0.322
19101,41.00688,-91.967137,0.278,0.277,0.275
19103,41.668737,-91.588812,0.235,0.226,0.23
19105,42.125118,-91.116914,0.306,0.317,0.376
19107,41.331182,-92.167721,0.313,0.288,0.299
19109,43.212478,-94.213983,0.315,0.314,0.327
19111,40.647588,-91.477157,0.361,0.316,0.319
19113,42.077951,-91.597674,0.279,0.301,0.31
19115,41.218211,-91.256994,0.321,0.35,0.374
19117,41.033344,-93.331467,0.305,0.318,0.338
19119,43.38358,-96.207201,0.318,0.304,0.319
19121,41.330622,-94.015184,0.331,0.339,0.342
19123,41.330797,-92.636366,0.287,0.307,0.319
19125,41.331455,-93.093849,0.3,0.309,0.331
19127,42.041691,-92.981452,0.324,0.332,0.347
19129,41.033703,-95.619101,0.29,0.336,0.347
19131,43.348564,-92.784466,0.281,0.305,0.303
19133,42.049432,-95.956566,0.293,0.296,0.328
19135,41.028847,-92.869642,0.342,0.326,0.324
19137,41.021735,-95.15779,0.324,0.342,0.376
19139,41.483776,-91.118699,0.36,0.354,0.342
19141,43.083746,-95.625624,0.287,0.309,0.316
19143,43.378542,-95.633788,0.29,0.322,0.344
19145,40.73909,-95.14429,0.33,0.328,0.353
19147,43.075854,-94.667297,0.293,0.332,0.357
19149,42.737585,-96.215864,0.318,0.333,0.322
19151,42.734033,-94.678279,0.31,0.305,0.319
19153,41.684281,-93.56972,0.282,0.292,0.292
19155,41.340184,-95.544905,0.35,0.374,0.36
19157,41.684526,-92.522882,0.294,0.305,0.321
19159,40.735334,-94.244251,0.318,0.351,0.349
19161,42.387526,-95.105224,0.29,0.312,0.33
19163,41.641679,-90.62229,0.31,0.311,0.318
19165,41.679014,-95.308917,0.299,0.308,0.294
19167,43.082854,-96.177929,0.267,0.277,0.29
19169,42.037538,-93.466093,0.254,0.256,0.271
19171,42.074848,-92.529412,0.319,0.326,0.313
19173,40.737949,-94.697108,0.304,0.301,0.309
19175,41.02855,-94.245091,0.346,0.371,0.378
19177,40.754117,-91.952943,0.306,0.322,0.357
19179,41.031263,-92.409482,0.312,0.329,0.356
19181,41.336769,-93.564366,0.287,0.305,0.311
19183,41.329401,-91.725052,0.3,0.31,0.315
19185,40.739983,-93.332613,0.321,0.305,0.333
19187,42.434397,-94.179157,0.278,0.305,0.311
19189,43.378124,-93.743488,0.325,0.318,0.286
19191,43.292989,-91.850788,0.252,0.252,0.254
19193,42.39322,-96.053296,0.316,0.337,0.343
19195,43.373491,-93.248533,0.303,0.337,0.337
19197,42.733007,-93.734735,0.333,0.343,0.344
20001,37.884229,-95.300945,0.344,0.344,0.342
20003,38.215114,-95.292046,0.311,0.315,0.333
20005,39.532544,-95.313398,0.304,0.299,0.331
20007,37.222906,-98.685052,0.342,0.368,0.367
20009,38.481239,-98.767837,0.359,0.354,0.354
20011,37.8561,-94.850928,0.382,0.361,0.339
20013,39.825931,-95.569905,0.315,0.306,0.296
20015,37.773681,-96.838762,0.319,0.313,0.319
20017,38.298553,-96.594064,0.309,0.301,0.283
20019,37.154259,-96.245396,0.317,0.326,0.341
20021,37.169392,-94.845698,0.391,0.387,0.37
20023,39.789256,-101.727302,0.318,0.329,0.335
20025,37.233831,-99.813869,0.314,0.3,0.312
20027,39.344964,-97.168853,0.343,0.358,0.362
20029,39.487329,-97.64139,0.335,0.328,0.299
20031,38.23645,-95.729137,0.326,0.329,0.305
20033,37.189071,-99.254089,0.342,0.339,0.336
20035,37.234507,-96.837247,0.369,0.368,0.36
20037,37.505628,-94.853941,0.364,0.347,0.33
20039,39.783542,-100.459708,0.346,0.358,0.361
20041,38.867735,-97.157943,0.326,0.329,0.319
20043,39.788502,-95.147225,0.348,0.311,0.321
20045,38.896573,-95.290529,0.245,0.233,0.242
20047,37.883595,-99.304746,0.325,0.325,0.329
20049,37.456026,-96.244642,0.348,0.347,0.325
20051,38.914596,-99.317329,0.301,0.293,0.316
20053,38.700845,-98.205355,0.336,0.325,0.333
20055,38.049855,-100.739929,0.324,0.349,0.352
20057,37.688365,-99.884734,0.333,0.325,0.306
20059,38.558019,-95.278962,0.336,0.334,0.338
20061,39.002155,-96.768038,0.326,0.309,0.327
20063,38.917239,-100.48736,0.323,0.316,0.302
20065,39.349445,-99.880952,0.319,0.3,0.289
20067,37.547537,-101.299362,0.34,0.333,0.356
20069,37.744513,-100.451716,0.291,0.339,0.36
20071,38.480408,-101.805984,0.308,0.314,0.326
20073,37.878659,-96.242232,0.34,0.319,0.327
20075,37.995244,-101.793689,0.328,0.375,0.371
20077,37.188184,-98.06659,0.321,0.34,0.342
20079,38.050144,-97.436707,0.338,0.324,0.31
20081,37.55855,-100.876869,0.33,0.335,0.339
20083,38.087493,-99.898407,0.305,0.312,0.32
20085,39.410989,-95.794509,0.368,0.345,0.334
20087,39.239644,-95.375314,0.33,0.314,0.299
20089,39.77701,-98.222584,0.317,0.301,0.296
20091,38.883907,-94.82233,0.23,0.233,0.248
20093,37.994461,-101.308136,0.313,0.303,0.287
20095,37.552951,-98.144529,0.306,0.323,0.322
20097,37.561231,-99.286539,0.311,0.315,0.328
20099,37.191468,-95.297473,0.344,0.363,0.34
20101,38.481286,-100.466185,0.351,0.325,0.308
20103,39.189511,-95.038977,0.311,0.308,0.328
20105,39.047276,-98.214265,0.309,0.305,0.312
20107,38.216549,-94.844932,0.35,0.317,0.316
20109,38.91327,-101.157407,0.319,0.32,0.311
20111,38.455498,-96.161589,0.324,0.341,0.347
20113,38.395812,-97.647489,0.307,0.299,0.292
20115,38.359647,-97.102771,0.321,0.332,0.309
20117,39.782709,-96.521243,0.339,0.343,0.326
20119,37.243886,-100.360094,0.29,0.256,0.27
20121,38.566772,-94.832963,0.35,0.326,0.341
20123,39.393026,-98.207362,0.29,0.321,0.321
20125,37.189537,-95.742403,0.351,0.351,0.351
20127,38.687696,-96.644905,0.329,0.352,0.351
20129,37.18525,-101.809516,0.329,0.305,0.319
20131,39.791043,-96.005381,0.322,0.309,0.304
20133,37.564283,-95.315683,0.325,0.328,0.335
20135,38.480437,-99.908745,0.303,0.305,0.311
20137,39.783867,-99.899235,0.354,0.339,0.324
20139,38.649706,-95.727275,0.387,0.362,0.371
20141,39.348649,-98.767876,0.328,0.335,0.332
20143,39.137963,-97.654803,0.326,0.37,0.379
20145,38.182873,-99.232154,0.327,0.311,0.303
20147,39.784506,-99.34215,0.328,0.281,0.288
20149,39.382187,-96.337113,0.32,0.316,0.313
20151,37.647594,-98.74012,0.312,0.329,0.338
20153,39.786198,-101.076738,0.358,0.325,0.323
20155,37.948185,-98.078346,0.334,0.333,0.357
20157,39.82891,-97.650921,0.288,0.287,0.309
20159,38.347178,-98.201415,0.309,0.311,0.326
20161,39.291211,-96.727489,0.267,0.243,0.238
20163,39.346006,-99.324492,0.303,0.315,0.328
20165,38.523592,-99.309183,0.312,0.311,0.326
20167,38.916839,-98.765638,0.315,0.299,0.304
20169,38.786327,-97.650153,0.317,0.325,0.351
20171,38.481877,-100.90636,0.309,0.312,0.321
20173,37.683807,-97.459451,0.294,0.305,0.314
20175,37.180585,-100.854741,0.328,0.349,0.386
20177,39.041805,-95.755664,0.325,0.323,0.329
20179,39.350543,-100.441206,0.312,0.315,0.315
20181,39.351352,-101.719859,0.323,0.315,0.299
20183,39.78466,-98.78543,0.319,0.327,0.341
20185,38.03563,-98.719889,0.341,0.331,0.325
20187,37.565932,-101.789383,0.311,0.297,0.313
20189,37.202356,-101.315796,0.34,0.343,0.348
20191,37.236663,-97.493349,0.361,0.343,0.311
20193,39.357706,-101.083439,0.309,0.323,0.35
20195,38.921302,-99.865423,0.32,0.299,0.297
20197,38.955154,-96.201262,0.318,0.32,0.309
20199,38.926626,-101.771103,0.32,0.326,0.331
20201,39.776714,-97.095611,0.334,0.32,0.307
20203,38.481922,-101.347434,0.327,0.305,0.294
20205,37.558515,-95.745175,0.349,0.312,0.329
20207,37.888484,-95.757553,0.283,0.304,0.334
20209,39.115384,-94.763087,0.386,0.378,0.362
21001,37.105541,-85.281401,0.334,0.318,0.343
21003,36.75077,-86.192458,0.319,0.35,0.339
21005,38.005396,-84.986417,0.333,0.329,0.346
21007,37.05112,-89.009178,0.339,0.352,0.342
21009,36.963614,-85.92499,0.308,0.325,0.31
21011,38.152249,-83.737641,0.318,0.31,0.304
21013,36.72268,-83.681046,0.327,0.358,0.379
21015,38.974595,-84.731444,0.302,0.299,0.325
21017,38.202562,-84.20986,0.324,0.34,0.341
21019,38.360004,-82.681406,0.354,0.368,0.385
21021,37.6182,-84.873016,0.296,0.315,0.322
21023,38.678523,-84.100355,0.303,0.307,0.324
21025,37.521178,-83.322401,0.411,0.429,0.416
21027,37.778109,-86.432829,0.366,0.373,0.366
21029,37.969572,-85.703036,0.315,0.326,0.328
21031,37.207013,-86.682471,0.331,0.355,0.332
21033,37.148643,-87.87051,0.294,0.332,0.35
21035,36.620978,-88.274086,0.279,0.281,0.301
21037,38.946981,-84.379583,0.328,0.326,0.316
21039,36.857726,-88.975757,0.318,0.33,0.334
21041,38.668284,-85.124083,0.332,0.382,0.353
21043,38.309555,-83.048821,0.34,0.335,0.389
21045,37.321962,-84.92822,0.355,0.363,0.364
21047,36.893388,-87.493554,0.337,0.366,0.365
21049,37.970133,-84.144974,0.306,0.32,0.306
21051,37.164466,-83.710763,0.305,0.332,0.38
21053,36.729124,-85.153499,0.318,0.332,0.349
21055,37.358149,-88.10501,0.325,0.317,0.338
21057,36.784227,-85.393499,0.355,0.341,0.318
21059,37.731671,-87.087139,0.292,0.288,0.304
21061,37.227856,-86.217778,0.365,0.349,0.312
21063,38.116425,-83.097541,0.347,0.344,0.337
21065,37.69246,-83.963927,0.313,0.315,0.351
21067,38.040157,-84.458443,0.27,0.263,0.273
21069,38.368431,-83.706152,0.347,0.349,0.345
21071,37.558283,-82.740337,0.393,0.378,0.376
21073,38.234919,-84.868786,0.321,0.33,0.332
21075,36.55262,-89.187723,0.346,0.353,0.32
21077,38.760184,-84.862114,0.297,0.311,0.358
21079,37.630162,-84.545856,0.364,0.345,0.305
21081,38.64921,-84.625946,0.356,0.342,0.363
21083,36.723344,-88.649897,0.298,0.293,0.301
21085,37.458577,-86.344011,0.341,0.36,0.365
21087,37.269637,-85.561403,0.322,0.33,0.381
21089,38.563596,-82.933833,0.379,0.384,0.398
21091,37.843389,-86.792773,0.339,0.326,0.345
21093,37.695836,-85.963183,0.309,0.315,0.329
21095,36.859223,-83.221497,0.341,0.366,0.365
21097,38.443489,-84.332796,0.279,0.298,0.301
21099,37.313856,-85.881995,0.327,0.352,0.371
21101,37.792542,-87.572577,0.327,0.319,0.326
21103,38.451561,-85.120079,0.33,0.315,0.316
21105,36.675916,-88.97202,0.343,0.345,0.352
21107,37.31107,-87.542196,0.369,0.347,0.35
21109,37.40332,-84.020686,0.389,0.412,0.375
21111,38.189533,-85.657624,0.32,0.312,0.316
21113,37.873291,-84.58396,0.314,0.311,0.315
21115,37.84926,-82.830639,0.394,0.392,0.372
21117,38.930477,-84.533492,0.29,0.278,0.285
21119,37.354703,-82.949138,0.41,0.407,0.402
21121,36.887476,-83.85563,0.338,0.367,0.393
21123,37.545518,-85.697209,0.305,0.305,0.336
21125,37.113268,-84.119395,0.33,0.347,0.378
21127,38.074459,-82.738305,0.388,0.414,0.422
21129,37.605383,-83.718497,0.294,0.295,0.339
21131,37.087846,-83.388616,0.38,0.399,0.432
21133,37.118503,-82.861175,0.379,0.379,0.386
21135,38.532051,-83.373303,0.372,0.371,0.383
21137,37.457257,-84.658074,0.303,0.293,0.308
21139,37.209517,-88.363426,0.314,0.309,0.297
21141,36.859829,-86.881436,0.363,0.355,0.352
21143,37.023976,-88.083391,0.303,0.333,0.333
21145,37.053688,-88.712378,0.306,0.321,0.337
21147,36.731136,-84.491052,0.332,0.342,0.343
21149,37.530575,-87.262931,0.324,0.356,0.368
21151,37.723528,-84.277008,0.285,0.296,0.322
21153,37.698954,-83.069716,0.331,0.335,0.337
21155,37.552247,-85.269242,0.335,0.331,0.306
21157,36.882017,-88.332752,0.339,0.325,0.341
21159,37.796774,-82.506623,0.377,0.407,0.393
21161,38.594068,-83.828052,0.322,0.336,0.301
21163,37.967476,-86.200863,0.355,0.359,0.359
21165,37.950715,-83.597345,0.314,0.333,0.333
21167,37.812085,-84.879695,0.32,0.326,0.358
21169,36.990394,-85.629554,0.334,0.341,0.338
21171,36.714077,-85.713508,0.343,0.312,0.299
21173,38.038138,-83.912338,0.33,0.331,0.322
21175,37.92294,-83.258944,0.345,0.353,0.355
21177,37.213816,-87.134092,0.36,0.369,0.378
21179,37.803188,-85.465955,0.319,0.324,0.324
21181,38.337132,-84.025554,0.314,0.317,0.325
21183,37.477859,-86.844871,0.379,0.4,0.372
21185,38.400046,-85.456059,0.294,0.301,0.28
21187,38.499603,-84.841509,0.334,0.315,0.3
21189,37.423452,-83.691566,0.337,0.372,0.336
21191,38.690765,-84.354041,0.324,0.297,0.324
21193,37.241282,-83.217772,0.399,0.38,0.37
21195,37.482067,-82.402869,0.362,0.377,0.389
21197,37.810379,-83.826985,0.323,0.349,0.363
21199,37.108312,-84.579986,0.317,0.347,0.336
21201,38.513826,-84.063757,0.333,0.346,0.346
21203,37.36122,-84.314419,0.394,0.387,0.36
21205,38.205894,-83.425969,0.342,0.343,0.344
21207,36.989127,-85.058976,0.316,0.337,0.346
21209,38.289882,-84.579376,0.315,0.306,0.294
21211,38.239426,-85.22836,0.318,0.338,0.33
