FIPS,Latitude,Longitude,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
21213,36.740863,-86.581464,0.297,0.32,0.354
21215,38.026976,-85.321525,0.286,0.273,0.303
21217,37.365106,-85.326698,0.346,0.366,0.354
21219,36.840338,-87.183642,0.342,0.326,0.337
21221,36.807681,-87.858652,0.294,0.287,0.334
21223,38.618193,-85.355171,0.333,0.345,0.34
21225,37.658029,-87.95165,0.342,0.332,0.307
21227,36.995634,-86.423579,0.289,0.292,0.316
21229,37.754209,-85.175416,0.328,0.334,0.329
21231,36.802011,-84.83044,0.309,0.351,0.371
21233,37.520021,-87.685095,0.328,0.331,0.356
21235,36.758021,-84.14455,0.342,0.355,0.363
21237,37.743774,-83.495068,0.33,0.325,0.323
21239,38.042789,-84.748147,0.309,0.308,0.295
22001,30.291497,-92.411037,0.323,0.319,0.331
22003,30.652744,-92.819605,0.347,0.346,0.344
22005,30.202946,-90.910023,0.332,0.323,0.313
22007,29.899884,-91.050528,0.325,0.333,0.348
22009,31.085094,-91.993798,0.383,0.388,0.37
22011,30.645018,-93.340253,0.351,0.354,0.358
22013,32.344268,-93.061513,0.378,0.383,0.382
22015,32.696202,-93.617977,0.359,0.342,0.347
22017,32.577195,-93.882423,0.335,0.346,0.343
22019,30.229559,-93.358015,0.332,0.333,0.323
22021,32.101244,-92.11418,0.356,0.365,0.363
22023,29.871989,-93.165437,0.345,0.347,0.315
22025,31.666517,-91.846703,0.375,0.37,0.353
22027,32.827585,-92.991125,0.389,0.38,0.37
22029,31.469806,-91.626314,0.367,0.387,0.383
22031,32.059248,-93.740797,0.35,0.367,0.389
22033,30.544002,-91.093174,0.331,0.323,0.329
22035,32.73017,-91.234141,0.426,0.432,0.421
22037,30.839784,-91.043434,0.397,0.387,0.421
22039,30.720693,-92.404086,0.352,0.367,0.419
22041,32.138279,-91.672101,0.363,0.36,0.38
22043,31.597787,-92.561716,0.331,0.336,0.338
22045,29.606013,-91.842706,0.392,0.376,0.361
22047,30.288394,-91.36315,0.421,0.395,0.397
22049,32.30448,-92.556672,0.395,0.388,0.348
22051,29.5033,-90.036231,0.328,0.323,0.354
22053,30.269529,-92.816221,0.335,0.36,0.363
22055,30.206507,-92.06417,0.282,0.288,0.311
22057,29.491993,-90.394849,0.353,0.363,0.369
22059,31.680836,-92.161809,0.368,0.386,0.332
22061,32.601148,-92.662082,0.344,0.343,0.373
22063,30.440419,-90.727474,0.35,0.361,0.344
22065,32.365824,-91.240729,0.421,0.43,0.418
22067,32.820008,-91.800399,0.399,0.397,0.394
22069,31.734982,-93.086106,0.374,0.375,0.347
22071,30.068636,-89.939007,0.309,0.322,0.319
22073,32.477495,-92.154798,0.341,0.352,0.357
22075,29.402337,-89.298489,0.343,0.351,0.335
22077,30.708319,-91.604621,0.358,0.375,0.353
22079,31.193204,-92.535953,0.362,0.365,0.357
22081,32.101213,-93.34905,0.395,0.4,0.403
22083,32.418121,-91.758375,0.385,0.386,0.371
22085,31.560209,-93.559228,0.384,0.399,0.391
22087,29.91811,-89.263494,0.353,0.354,0.355
22089,29.913833,-90.359314,0.346,0.359,0.359
22091,30.821423,-90.70935,0.398,0.408,0.406
22093,30.02482,-90.793956,0.376,0.378,0.37
22095,30.117471,-90.504677,0.344,0.35,0.358
22097,30.583441,-91.989275,0.421,0.422,0.396
22099,30.121433,-91.611481,0.351,0.35,0.342
22101,29.629349,-91.463804,0.387,0.383,0.38
22103,30.410022,-89.951962,0.288,0.28,0.278
22105,30.621581,-90.406633,0.374,0.403,0.391
22107,32.001489,-91.342576,0.341,0.34,0.348
22109,29.333266,-90.844191,0.387,0.396,0.395
22111,32.829349,-92.37565,0.346,0.361,0.344
22113,29.786872,-92.29009,0.324,0.32,0.312
22115,31.110563,-93.18152,0.395,0.379,0.366
22117,30.852144,-90.046253,0.388,0.401,0.374
22119,32.732152,-93.339825,0.35,0.33,0.358
22121,30.464052,-91.309808,0.355,0.379,0.402
22123,32.79248,-91.451998,0.379,0.371,0.36
22125,30.872701,-91.421008,0.366,0.384,0.345
22127,31.941187,-92.641269,0.344,0.36,0.377
23001,44.167681,-70.207435,0.313,0.324,0.332
23003,46.727057,-68.64941,0.333,0.339,0.341
23005,43.808348,-70.330375,0.215,0.22,0.227
23007,44.973012,-70.444727,0.298,0.297,0.302
23009,44.564906,-68.370703,0.237,0.238,0.243
23011,44.417012,-69.765764,0.311,0.304,0.309
23013,44.042045,-69.038515,0.246,0.238,0.231
23015,43.994265,-69.514029,0.241,0.24,0.246
23017,44.494585,-70.734688,0.305,0.317,0.314
23019,45.390602,-68.657487,0.317,0.31,0.303
23021,45.917678,-69.104548,0.309,0.314,0.333
23023,43.916694,-69.843994,0.256,0.258,0.251
23025,45.507482,-69.97604,0.339,0.339,0.35
23027,44.505361,-69.139678,0.304,0.294,0.283
23029,44.967009,-67.609354,0.322,0.309,0.285
23031,43.427239,-70.670402,0.273,0.269,0.276
24001,39.612309,-78.703108,0.28,0.275,0.323
24003,38.993374,-76.560511,0.278,0.281,0.291
24005,39.443167,-76.616569,0.282,0.282,0.288
24009,38.521358,-76.525864,0.295,0.298,0.297
24011,38.871531,-75.831631,0.325,0.342,0.35
24013,39.563189,-77.015512,0.284,0.277,0.279
24015,39.562352,-75.941584,0.33,0.318,0.337
24017,38.472853,-77.015427,0.337,0.35,0.36
24019,38.429196,-76.047433,0.353,0.334,0.357
24021,39.470427,-77.397627,0.273,0.279,0.291
24023,39.529871,-79.269416,0.31,0.307,0.306
24025,39.537429,-76.299789,0.296,0.283,0.279
24027,39.252264,-76.924406,0.233,0.226,0.217
24029,39.239177,-76.1242,0.281,0.273,0.281
24031,39.137382,-77.203063,0.188,0.194,0.201
24033,38.82588,-76.847272,0.338,0.329,0.334
24035,39.040693,-76.082405,0.273,0.277,0.289
24037,38.222666,-76.534271,0.292,0.303,0.32
24039,38.07445,-75.853323,0.361,0.395,0.422
24041,38.749427,-76.17913,0.284,0.284,0.293
24043,39.603621,-77.814671,0.326,0.334,0.338
24045,38.367389,-75.632206,0.346,0.349,0.359
24047,38.222133,-75.309932,0.312,0.298,0.294
24510,39.300214,-76.610516,0.336,0.343,0.337
25001,41.798819,-70.211083,0.183,0.197,0.199
25003,42.375314,-73.213948,0.225,0.229,0.237
25005,41.748576,-71.087062,0.286,0.282,0.283
25007,41.380939,-70.701536,0.224,0.216,0.22
25009,42.642711,-70.865107,0.242,0.243,0.255
25011,42.583791,-72.591655,0.221,0.216,0.21
25013,42.136198,-72.635648,0.289,0.285,0.275
25015,42.339459,-72.663694,0.218,0.213,0.189
25017,42.479477,-71.396507,0.231,0.226,0.226
25019,41.305878,-70.14191,0.197,0.207,0.2
25021,42.169703,-71.179875,0.202,0.197,0.205
25023,41.987196,-70.741942,0.258,0.264,0.278
25025,42.33196,-71.020173,0.212,0.206,0.213
25027,42.311693,-71.940282,0.26,0.261,0.27
26001,44.682535,-82.83408,0.31,0.307,0.311
26003,47.080077,-86.564108,0.319,0.323,0.298
26005,42.595788,-86.634745,0.341,0.323,0.302
26007,44.894954,-83.426574,0.347,0.329,0.321
26009,45.005457,-85.175625,0.324,0.317,0.322
26011,44.03687,-83.740675,0.35,0.336,0.34
26013,46.696068,-88.356022,0.32,0.342,0.325
26015,42.582811,-85.31455,0.361,0.337,0.312
26017,43.699711,-83.978701,0.318,0.334,0.354
26019,44.648621,-86.494317,0.304,0.309,0.287
26021,41.792639,-86.741822,0.362,0.366,0.348
26023,41.918585,-85.066523,0.348,0.351,0.318
26025,42.24299,-85.012385,0.35,0.347,0.339
26027,41.91624,-85.999457,0.355,0.351,0.353
26029,45.513164,-85.450392,0.266,0.284,0.286
26031,45.47612,-84.495271,0.333,0.321,0.332
26033,46.321819,-84.52063,0.38,0.379,0.346
26035,43.991137,-84.838325,0.314,0.312,0.338
26037,42.950455,-84.591695,0.349,0.327,0.316
26039,44.680208,-84.611132,0.291,0.316,0.304
26041,45.805101,-86.901373,0.32,0.332,0.321
26043,46.012823,-87.866119,0.314,0.303,0.301
26045,42.589614,-84.846524,0.341,0.347,0.357
26047,45.590094,-84.986822,0.28,0.283,0.298
26049,43.021077,-83.706372,0.369,0.36,0.33
26051,43.98975,-84.389816,0.361,0.356,0.347
26053,46.488054,-89.788314,0.27,0.298,0.313
26055,44.718688,-85.553848,0.306,0.28,0.268
26057,43.292326,-84.60469,0.361,0.359,0.336
26059,41.864475,-84.642409,0.328,0.322,0.32
26061,46.998305,-88.652066,0.262,0.31,0.307
26063,43.907616,-82.857045,0.31,0.311,0.315
26065,42.603534,-84.373811,0.316,0.296,0.304
26067,42.94465,-85.073766,0.335,0.361,0.38
26069,44.329482,-82.849447,0.324,0.335,0.332
26071,46.170249,-88.540409,0.319,0.309,0.291
26073,43.645233,-84.839425,0.311,0.299,0.309
26075,42.248474,-84.420868,0.351,0.333,0.337
26077,42.246266,-85.532854,0.29,0.299,0.306
26079,44.678881,-85.088992,0.304,0.322,0.316
26081,43.032497,-85.547446,0.292,0.293,0.287
26083,47.681981,-88.148802,0.327,0.317,0.309
26085,43.995187,-85.8114,0.33,0.329,0.32
26087,43.088633,-83.224325,0.329,0.304,0.303
26089,45.146182,-86.051574,0.237,0.229,0.266
26091,41.895915,-84.066853,0.319,0.325,0.308
26093,42.602532,-83.911718,0.275,0.287,0.296
26095,46.940602,-85.582368,0.345,0.357,0.326
26097,46.167981,-85.303756,0.329,0.326,0.311
26099,42.671467,-82.910869,0.319,0.325,0.333
26101,44.350385,-86.602967,0.304,0.342,0.346
26103,46.656597,-87.584028,0.294,0.293,0.292
26105,43.996636,-86.750814,0.299,0.293,0.299
26107,43.635295,-85.332751,0.321,0.332,0.35
26109,45.544174,-87.509892,0.332,0.344,0.344
26111,43.648378,-84.37922,0.301,0.317,0.305
26113,44.325424,-85.085471,0.323,0.334,0.322
26115,41.916097,-83.487106,0.334,0.335,0.338
26117,43.312782,-85.149468,0.303,0.338,0.34
26119,45.024134,-84.130107,0.318,0.318,0.289
26121,43.289258,-86.751892,0.363,0.367,0.358
26123,43.562709,-85.791423,0.329,0.353,0.34
26125,42.660452,-83.38421,0.265,0.26,0.263
26127,43.647255,-86.807575,0.334,0.341,0.348
26129,44.33328,-84.128073,0.35,0.363,0.356
26131,47.216604,-89.500461,0.343,0.344,0.33
26133,43.997552,-85.322283,0.364,0.339,0.342
26135,44.685121,-84.124894,0.334,0.334,0.335
26137,45.021794,-84.576597,0.343,0.356,0.333
26139,42.942346,-86.655342,0.246,0.257,0.276
26141,45.489515,-83.384019,0.325,0.326,0.323
26143,44.339517,-84.611272,0.323,0.316,0.342
26145,43.328267,-84.05541,0.386,0.397,0.389
26147,42.928804,-82.668914,0.301,0.319,0.33
26149,41.911488,-85.52287,0.341,0.342,0.347
26151,43.449155,-82.642815,0.364,0.344,0.313
26153,46.020758,-86.199352,0.287,0.301,0.313
26155,42.951545,-84.146352,0.359,0.322,0.324
26157,43.487902,-83.436618,0.312,0.305,0.326
26159,42.283986,-86.305697,0.325,0.337,0.335
26161,42.252327,-83.844634,0.236,0.233,0.244
26163,42.284664,-83.261953,0.342,0.335,0.335
26165,44.331375,-85.570046,0.326,0.305,0.302
27001,46.602446,-93.41976,0.271,0.271,0.299
27003,45.27411,-93.242723,0.295,0.296,0.3
27005,46.937629,-95.741757,0.294,0.294,0.326
27007,47.878825,-94.986698,0.288,0.287,0.309
27009,45.701227,-94.00144,0.269,0.282,0.293
27011,45.419925,-96.402226,0.281,0.296,0.287
27013,44.038225,-94.064071,0.264,0.28,0.337
27015,44.246542,-94.733647,0.298,0.278,0.301
27017,46.603818,-92.671044,0.291,0.281,0.301
27019,44.821381,-93.800575,0.262,0.242,0.23
27021,46.951427,-94.333773,0.277,0.274,0.265
27023,45.028625,-95.564108,0.304,0.296,0.299
27025,45.505444,-92.903849,0.28,0.301,0.298
27027,46.898377,-96.494901,0.3,0.28,0.284
27029,47.575873,-95.371117,0.319,0.304,0.31
27031,47.538571,-90.29019,0.249,0.264,0.289
27033,44.010711,-95.18313,0.291,0.296,0.317
27035,46.491114,-94.071213,0.27,0.293,0.29
27037,44.670893,-93.062481,0.247,0.259,0.266
27039,44.020706,-92.869353,0.334,0.288,0.249
27041,45.936429,-95.46061,0.255,0.263,0.3
27043,43.676522,-93.947234,0.284,0.266,0.27
27045,43.67727,-92.093681,0.253,0.262,0.251
27047,43.674202,-93.350289,0.308,0.314,0.299
27049,44.406178,-92.716,0.295,0.308,0.322
27051,45.930743,-96.010699,0.285,0.3,0.32
27053,45.006064,-93.475185,0.222,0.227,0.228
27055,43.66699,-91.501556,0.261,0.255,0.257
27057,47.095551,-94.91329,0.272,0.276,0.249
27059,45.562431,-93.296339,0.303,0.276,0.28
27061,47.490843,-93.613128,0.29,0.314,0.322
27063,43.673025,-95.149704,0.312,0.309,0.315
27065,45.94776,-93.297788,0.249,0.266,0.299
27067,45.152714,-95.004981,0.278,0.274,0.291
27069,48.77604,-96.780349,0.307,0.292,0.278
27071,48.24549,-93.782842,0.267,0.249,0.28
27073,44.999855,-96.176836,0.271,0.293,0.288
27075,47.517111,-91.411704,0.298,0.283,0.303
27077,48.7681,-94.904634,0.287,0.288,0.304
27079,44.373397,-93.73018,0.298,0.33,0.324
27081,44.408238,-96.272032,0.285,0.289,0.283
27083,44.409195,-95.847268,0.291,0.292,0.287
27085,44.821644,-94.27232,0.318,0.336,0.311
27087,47.325842,-95.810703,0.308,0.286,0.326
27089,48.362728,-96.357761,0.275,0.303,0.297
27091,43.677118,-94.537198,0.28,0.326,0.322
27093,45.123156,-94.527346,0.289,0.284,0.304
27095,45.929043,-93.632996,0.292,0.331,0.359
27097,46.020484,-94.266619,0.287,0.293,0.343
27099,43.666249,-92.759514,0.3,0.295,0.308
27101,44.015594,-95.761581,0.328,0.298,0.298
27103,44.35882,-94.245685,0.284,0.302,0.299
27105,43.677686,-95.763132,0.277,0.286,0.288
27107,47.32947,-96.463807,0.31,0.308,0.282
27109,44.00343,-92.406722,0.221,0.237,0.256
27111,46.405725,-95.714578,0.264,0.274,0.294
27113,48.069247,-96.037725,0.259,0.265,0.275
27115,46.10094,-92.763094,0.273,0.31,0.362
27117,44.015361,-96.257015,0.288,0.275,0.284
27119,47.774254,-96.400027,0.316,0.313,0.335
27121,45.589623,-95.446705,0.278,0.296,0.321
27123,45.01525,-93.100141,0.249,0.251,0.258
27125,47.865487,-96.08718,0.32,0.307,0.328
27127,44.403536,-95.254242,0.298,0.327,0.326
27129,44.723697,-94.955617,0.331,0.313,0.295
27131,44.350943,-93.298503,0.266,0.27,0.315
27133,43.669587,-96.263238,0.271,0.281,0.284
27135,48.761066,-95.82153,0.335,0.332,0.293
27137,47.583852,-92.463645,0.264,0.255,0.271
27139,44.651932,-93.534553,0.251,0.246,0.246
27141,45.443171,-93.775092,0.296,0.273,0.288
27143,44.575734,-94.230123,0.275,0.314,0.333
27145,45.555235,-94.610482,0.277,0.272,0.276
27147,44.015261,-93.220453,0.256,0.283,0.305
27149,45.593461,-95.992315,0.303,0.292,0.335
27151,45.27545,-95.690398,0.292,0.28,0.286
27153,46.066569,-94.900576,0.284,0.292,0.304
27155,45.76984,-96.475049,0.299,0.299,0.321
27157,44.289693,-92.233341,0.296,0.303,0.322
27159,46.586784,-94.988331,0.282,0.281,0.292
27161,44.01846,-93.589844,0.3,0.3,0.337
27163,45.037929,-92.890117,0.248,0.257,0.261
27165,43.978366,-94.614128,0.285,0.302,0.269
27167,46.362335,-96.476657,0.293,0.298,0.285
27169,43.982268,-91.776708,0.266,0.271,0.289
27171,45.175091,-93.966397,0.275,0.284,0.28
27173,44.715736,-95.862756,0.278,0.283,0.29
28001,31.486218,-91.351781,0.371,0.364,0.377
28003,34.886648,-88.581014,0.333,0.335,0.379
28005,31.203933,-90.795542,0.383,0.389,0.423
28007,33.09047,-89.588622,0.389,0.395,0.392
28009,34.810773,-89.200029,0.388,0.375,0.37
28011,33.799278,-90.884476,0.342,0.335,0.375
28013,33.936634,-89.337114,0.34,0.354,0.358
28015,33.440795,-89.918887,0.348,0.316,0.342
28017,33.921654,-88.945808,0.362,0.368,0.334
28019,33.345964,-89.251332,0.344,0.337,0.317
28021,31.97281,-90.915424,0.418,0.429,0.476
28023,32.048448,-88.685964,0.342,0.356,0.348
28025,33.661734,-88.783326,0.391,0.384,0.353
28027,34.22867,-90.603165,0.441,0.455,0.429
28029,31.866915,-90.448758,0.371,0.377,0.374
28031,31.633331,-89.548897,0.374,0.363,0.363
28033,34.874266,-89.99324,0.352,0.369,0.359
28035,31.18858,-89.259447,0.345,0.342,0.344
28037,31.477798,-90.895884,0.381,0.386,0.356
28039,30.855431,-88.642268,0.345,0.344,0.342
28041,31.212846,-88.634811,0.401,0.382,0.385
28043,33.770031,-89.80274,0.38,0.395,0.389
28045,30.391437,-89.47985,0.289,0.301,0.319
28047,30.416536,-89.083376,0.337,0.33,0.323
28049,32.267924,-90.4659,0.36,0.345,0.349
28051,33.125942,-90.091197,0.45,0.466,0.461
28053,33.132978,-90.523911,0.424,0.435,0.416
28055,32.754977,-90.988552,0.37,0.369,0.344
28057,34.281075,-88.363127,0.332,0.329,0.345
28059,30.458491,-88.619991,0.32,0.313,0.32
28061,32.016989,-89.11943,0.396,0.391,0.379
28063,31.733633,-91.043878,0.444,0.442,0.445
28065,31.564734,-89.826626,0.369,0.384,0.394
28067,31.621044,-89.167262,0.36,0.381,0.384
28069,32.750136,-88.625631,0.36,0.377,0.369
28071,34.349298,-89.485903,0.347,0.346,0.343
28073,31.197135,-89.514952,0.336,0.346,0.328
28075,32.403998,-88.660449,0.351,0.342,0.323
28077,31.550009,-90.10753,0.382,0.386,0.368
28079,32.753268,-89.522568,0.371,0.389,0.409
28081,34.288965,-88.680887,0.319,0.316,0.33
28083,33.54979,-90.294934,0.43,0.418,0.44
28085,31.535216,-90.453566,0.365,0.391,0.391
28087,33.471424,-88.439723,0.362,0.348,0.343
28089,32.63437,-90.03416,0.3,0.315,0.286
28091,31.230126,-89.821736,0.379,0.347,0.342
28093,34.76619,-89.504231,0.4,0.394,0.391
28095,33.89003,-88.485038,0.325,0.361,0.38
28097,33.500714,-89.639625,0.392,0.382,0.383
28099,32.752518,-89.119274,0.361,0.37,0.375
28101,32.40197,-89.118412,0.298,0.314,0.348
28103,33.10627,-88.565787,0.431,0.418,0.406
28105,33.422313,-88.876151,0.331,0.331,0.342
28107,34.365205,-89.963065,0.358,0.351,0.36
28109,30.773791,-89.586832,0.329,0.317,0.337
28111,31.169307,-88.988755,0.361,0.369,0.372
28113,31.177517,-90.397725,0.387,0.378,0.372
28115,34.227081,-89.037239,0.338,0.33,0.311
28117,34.620866,-88.52224,0.305,0.312,0.331
28119,34.25264,-90.290525,0.41,0.422,0.415
28121,32.262057,-89.946552,0.324,0.313,0.315
28123,32.427127,-89.533209,0.358,0.341,0.337
28125,32.89249,-90.827388,0.412,0.405,0.375
28127,31.902503,-89.917707,0.384,0.395,0.377
28129,32.019034,-89.494973,0.344,0.359,0.368
28131,30.790184,-89.112297,0.299,0.321,0.358
28133,33.605529,-90.59509,0.417,0.423,0.422
28135,33.955891,-90.172833,0.405,0.397,0.396
28137,34.649553,-89.943105,0.346,0.348,0.374
28139,34.763618,-88.918819,0.352,0.343,0.339
28141,34.737699,-88.236067,0.347,0.356,0.366
28143,34.652201,-90.37177,0.412,0.421,0.407
28145,34.489101,-89.0023,0.337,0.343,0.332
28147,31.164492,-90.103431,0.394,0.384,0.383
28149,32.357005,-90.851791,0.369,0.358,0.327
28151,33.273131,-90.94443,0.396,0.409,0.389
28153,31.64476,-88.682057,0.376,0.377,0.382
28155,33.612048,-89.283836,0.361,0.355,0.339
28157,31.160249,-91.325567,0.399,0.412,0.399
28159,33.078724,-89.037391,0.354,0.361,0.364
28161,34.030669,-89.703793,0.352,0.378,0.386
28163,32.765675,-90.387928,0.423,0.4,0.388
29001,40.190666,-92.603592,0.299,0.303,0.29
29003,39.988863,-94.803551,0.276,0.279,0.293
29005,40.431846,-95.437555,0.307,0.313,0.298
29007,39.21448,-91.843415,0.307,0.347,0.347
29009,36.699378,-93.834326,0.315,0.323,0.324
29011,37.500799,-94.344089,0.317,0.323,0.353
29013,38.257217,-94.339246,0.342,0.348,0.321
29015,38.301036,-93.287942,0.35,0.319,0.312
29017,37.318349,-90.024601,0.372,0.357,0.331
29019,38.989657,-92.310779,0.242,0.273,0.284
29021,39.66037,-94.808173,0.37,0.351,0.326
29023,36.71518,-90.40313,0.349,0.365,0.351
29025,39.658998,-93.979179,0.368,0.392,0.372
29027,38.835966,-91.924089,0.337,0.343,0.343
29029,38.031995,-92.765138,0.29,0.281,0.285
29031,37.383882,-89.684908,0.29,0.327,0.319
29033,39.427375,-93.500227,0.315,0.342,0.354
29035,36.944783,-90.945626,0.337,0.325,0.311
29037,38.647159,-94.354242,0.323,0.305,0.303
29039,37.733655,-93.850014,0.335,0.343,0.31
29041,39.517969,-92.961621,0.302,0.32,0.304
29043,36.969739,-93.187614,0.288,0.304,0.291
29045,40.407275,-91.729472,0.314,0.333,0.343
29047,39.315551,-94.421502,0.282,0.288,0.293
29049,39.608723,-94.395803,0.323,0.345,0.345
29051,38.506847,-92.271404,0.293,0.3,0.307
29053,38.845386,-92.812323,0.303,0.353,0.354
29055,37.966561,-91.313933,0.333,0.33,0.324
29057,37.43235,-93.854878,0.357,0.37,0.343
29059,37.683583,-93.033812,0.326,0.327,0.337
29061,39.962839,-93.970053,0.348,0.362,0.326
29063,39.894665,-94.40719,0.349,0.387,0.361
29065,37.60325,-91.495916,0.345,0.353,0.346
29067,36.946517,-92.515892,0.301,0.317,0.325
29069,36.153025,-90.062254,0.341,0.327,0.32
29071,38.408313,-91.07341,0.326,0.329,0.304
29073,38.441183,-91.50578,0.326,0.328,0.35
29075,40.209379,-94.40411,0.318,0.315,0.287
29077,37.258196,-93.340641,0.294,0.287,0.32
29079,40.112541,-93.565054,0.324,0.339,0.326
29081,40.34562,-93.992582,0.308,0.333,0.341
29083,38.386491,-93.792628,0.311,0.318,0.295
29085,37.9367,-93.322835,0.332,0.311,0.292
29087,40.095724,-95.219072,0.306,0.312,0.325
29089,39.143365,-92.695926,0.331,0.34,0.339
29091,36.774369,-91.887368,0.316,0.324,0.315
29093,37.62596,-90.699627,0.329,0.344,0.351
29095,39.007233,-94.342507,0.316,0.304,0.31
29097,37.200865,-94.338869,0.339,0.326,0.345
29099,38.257414,-90.543138,0.324,0.311,0.304
29101,38.74588,-93.805999,0.306,0.294,0.309
29103,40.136776,-92.146809,0.316,0.323,0.317
29105,37.65969,-92.594832,0.311,0.32,0.311
29107,39.068705,-93.802639,0.3,0.309,0.291
29109,37.106135,-93.833262,0.291,0.304,0.3
29111,40.084559,-91.728803,0.351,0.361,0.355
29113,39.058568,-90.957771,0.353,0.332,0.315
29115,39.86444,-93.108019,0.328,0.298,0.306
29117,39.778587,-93.548201,0.299,0.283,0.288
29119,36.630218,-94.343956,0.298,0.285,0.281
29121,39.829795,-92.56434,0.325,0.309,0.328
29123,37.473235,-90.345453,0.359,0.361,0.343
29125,38.162615,-91.923601,0.289,0.329,0.337
29127,39.807538,-91.635379,0.318,0.357,0.373
29129,40.421414,-93.567631,0.346,0.361,0.334
29131,38.21672,-92.429871,0.358,0.346,0.308
29133,36.826264,-89.295929,0.332,0.332,0.319
29135,38.633037,-92.583642,0.31,0.304,0.283
29137,39.49827,-92.006458,0.316,0.314,0.308
29139,38.935162,-91.465437,0.326,0.327,0.339
29141,38.420807,-92.874835,0.293,0.272,0.283
29143,36.594261,-89.655949,0.325,0.34,0.331
29145,36.908017,-94.334741,0.31,0.317,0.32
29147,40.360484,-94.883281,0.279,0.284,0.297
29149,36.684867,-91.402902,0.32,0.336,0.324
29151,38.464254,-91.859504,0.317,0.326,0.333
29153,36.649643,-92.45858,0.312,0.332,0.334
29155,36.209916,-89.785942,0.337,0.338,0.344
29157,37.71113,-89.802125,0.307,0.317,0.33
29159,38.727367,-93.285207,0.316,0.352,0.365
29161,37.866326,-91.790349,0.315,0.301,0.27
29163,39.344178,-91.171042,0.344,0.312,0.288
29165,39.378696,-94.761472,0.3,0.311,0.308
29167,37.616761,-93.400817,0.312,0.322,0.294
29169,37.824835,-92.207022,0.336,0.332,0.284
29171,40.478606,-93.014531,0.311,0.324,0.319
29173,39.553455,-91.524787,0.347,0.345,0.326
29175,39.441601,-92.492725,0.316,0.326,0.33
29177,39.308401,-93.995746,0.315,0.354,0.348
29179,37.360857,-90.969516,0.332,0.327,0.326
29181,36.648902,-90.86706,0.338,0.342,0.343
29183,38.781102,-90.674915,0.302,0.283,0.25
29185,38.039069,-93.773077,0.311,0.308,0.286
29186,37.89018,-90.18117,0.283,0.288,0.301
29187,37.810707,-90.473868,0.325,0.336,0.328
29189,38.640702,-90.445954,0.282,0.276,0.29
29195,39.13584,-93.204164,0.393,0.38,0.376
29197,40.469361,-92.519016,0.32,0.319,0.303
29199,40.447686,-92.142824,0.342,0.346,0.312
29201,37.047793,-89.568098,0.375,0.363,0.365
29203,37.15198,-91.398364,0.342,0.333,0.297
29205,39.797531,-92.088719,0.333,0.328,0.331
29207,36.855428,-89.941735,0.317,0.341,0.328
29209,36.747857,-93.467782,0.325,0.322,0.332
29211,40.209587,-93.109783,0.32,0.341,0.357
29213,36.649827,-93.042819,0.299,0.308,0.309
29215,37.314257,-91.964478,0.321,0.307,0.326
29217,37.850196,-94.341597,0.281,0.311,0.303
29219,38.761902,-91.159307,0.308,0.292,0.284
29221,37.942315,-90.897056,0.338,0.367,0.336
29223,37.113825,-90.460868,0.325,0.347,0.361
29225,37.280804,-92.87608,0.326,0.329,0.338
29227,40.480482,-94.419129,0.29,0.312,0.302
29229,37.267636,-92.48001,0.355,0.356,0.314
29510,38.635699,-90.244582,0.333,0.318,0.338
30001,45.133863,-112.892869,0.245,0.266,0.242
30003,45.407869,-107.518163,0.366,0.367,0.388
30005,48.428282,-108.967648,0.328,0.338,0.356
30007,46.334476,-111.496103,0.301,0.335,0.304
30009,45.224475,-109.028551,0.249,0.241,0.24
30011,45.516825,-104.515324,0.263,0.258,0.25
30013,47.316443,-111.350571,0.289,0.29,0.282
30015,47.886837,-110.436189,0.281,0.26,0.262
30017,46.261481,-105.550508,0.268,0.301,0.306
30019,48.794429,-105.541739,0.259,0.261,0.255
30021,47.272425,-104.901027,0.271,0.284,0.309
30023,46.099059,-113.139108,0.277,0.269,0.259
30025,46.318184,-104.405718,0.263,0.274,0.277
30027,47.222997,-109.22328,0.252,0.261,0.26
30029,48.314696,-114.054319,0.211,0.221,0.231
30031,45.535559,-111.173443,0.169,0.164,0.155
30033,47.281174,-106.982212,0.245,0.256,0.259
30035,48.705671,-112.990502,0.317,0.342,0.342
30037,46.380624,-109.174586,0.272,0.267,0.244
30039,46.395358,-113.425683,0.227,0.262,0.29
30041,48.628331,-110.106372,0.332,0.335,0.334
30043,46.126557,-112.056771,0.207,0.243,0.275
30045,47.032558,-110.30532,0.259,0.264,0.288
30047,47.642901,-114.083687,0.267,0.27,0.277
30049,47.122133,-112.382954,0.23,0.244,0.243
30051,48.559654,-111.036924,0.269,0.264,0.265
30053,48.542232,-115.404343,0.295,0.271,0.288
30055,47.629628,-105.757222,0.275,0.239,0.238
30057,45.319288,-111.917328,0.208,0.206,0.217
30059,46.585706,-110.921781,0.25,0.24,0.239
30061,47.155213,-115.06455,0.285,0.263,0.277
30063,47.027263,-113.892681,0.211,0.214,0.222
30065,46.505665,-108.436982,0.234,0.268,0.275
30067,45.421905,-110.532798,0.232,0.226,0.226
30069,47.141917,-108.226575,0.244,0.249,0.246
30071,48.250155,-107.928833,0.27,0.262,0.29
30073,48.230312,-112.219928,0.285,0.298,0.294
